link_from_QID	link_from_title	link_to_title
Q204279	Goran Ivanišević	Croácia
Q204279	Goran Ivanišević	Copa Davis
Q204279	Goran Ivanišević	Copa Davis de 2005
Q204279	Goran Ivanišević	Mario Ančić
Q204279	Goran Ivanišević	Ivan Ljubičić
Q204279	Goran Ivanišević	Ivo Karlovic
Q204279	Goran Ivanišević	Croácia
Q204279	Goran Ivanišević	Copa Davis
Q204279	Goran Ivanišević	Grand Slam de tênis
Q204279	Goran Ivanišević	Torneio de Roland-Garros
Q204279	Goran Ivanišević	Grand Slam de tênis
Q204279	Goran Ivanišević	US Open de tênis
Q204279	Goran Ivanišević	ATP World Tour Finals
Q204279	Goran Ivanišević	ATP World Tour Finals
Q204279	Goran Ivanišević	Croácia
Q204279	Goran Ivanišević	Marin Čilić
Q204279	Goran Ivanišević	Grand Slam de tênis
Q204279	Goran Ivanišević	US Open de tênis
Q204279	Goran Ivanišević	Croácia
Q204279	Goran Ivanišević	tênis
Q204279	Goran Ivanišević	Split
Q204279	Goran Ivanišević	tenista
Q204279	Goran Ivanišević	1992
Q204279	Goran Ivanišević	Wimbledon
Q204279	Goran Ivanišević	Andre Agassi
Q204279	Goran Ivanišević	1994
Q204279	Goran Ivanišević	Pete Sampras
Q204279	Goran Ivanišević	1998
Q204279	Goran Ivanišević	2001
Q204279	Goran Ivanišević	Patrick Rafter
Q204279	Goran Ivanišević	Petr Korda
Q204279	Goran Ivanišević	Sergio Casal
Q204279	Goran Ivanišević	Emilio Sánchez
Q204279	Goran Ivanišević	Jeff Tarango
Q204279	Goran Ivanišević	Mahesh Bhupathi
Q204279	Goran Ivanišević	Leander Paes
Q204279	Goran Ivanišević	Mutua Madrileña Madrid Open
Q204279	Goran Ivanišević	Guy Forget
Q204279	Goran Ivanišević	Internazionali BNL d'Italia
Q204279	Goran Ivanišević	Jim Courier
Q204279	Goran Ivanišević	Michael Stich
Q204279	Goran Ivanišević	BNP Paribas Masters
Q204279	Goran Ivanišević	Andrei Medvedev
Q204279	Goran Ivanišević	Boris Becker
Q204279	Goran Ivanišević	International German Open
Q204279	Goran Ivanišević	Miami Masters
Q204279	Goran Ivanišević	Andre Agassi
Q204279	Goran Ivanišević	inglês
Q20971281	Angelo De Donatis	Sua Santidade
Q20971281	Angelo De Donatis	Diocese de Roma
Q20971281	Angelo De Donatis	Arcebispo
Q20971281	Angelo De Donatis	Diocese de Roma
Q20971281	Angelo De Donatis	Agostino Vallini
Q20971281	Angelo De Donatis	Antonio Rosario Mennonna
Q20971281	Angelo De Donatis	Arquibasílica de São João de Latrão
Q20971281	Angelo De Donatis	Papa Francisco
Q20971281	Angelo De Donatis	Papa Francisco
Q20971281	Angelo De Donatis	Cardeal-presbítero
Q20971281	Angelo De Donatis	São Marcos (título cardinalício)
Q20971281	Angelo De Donatis	Casarano
Q20971281	Angelo De Donatis	Bispo-Auxiliar
Q20971281	Angelo De Donatis	Diocese de Roma
Q20971281	Angelo De Donatis	Casarano
Q20971281	Angelo De Donatis	4 de janeiro
Q20971281	Angelo De Donatis	1954
Q20971281	Angelo De Donatis	arcebispo
Q20971281	Angelo De Donatis	12 de abril
Q20971281	Angelo De Donatis	1980
Q20971281	Angelo De Donatis	Diocese de Nardo-Gallipoli
Q20971281	Angelo De Donatis	Andrea Santoro
Q20971281	Angelo De Donatis	Cúria Romana
Q20971281	Angelo De Donatis	Agostino Vallini
Q20971281	Angelo De Donatis	Beniamino Stella
Q20971281	Angelo De Donatis	Congregação para o Clero
Q20971281	Angelo De Donatis	Agostino Vallini
Q712430	Pavel Bém	Praga
Q712430	Pavel Bém	Igor Němec
Q712430	Pavel Bém	Praga
Q712430	Pavel Bém	República Checa
Q712430	Pavel Bém	Partido Cívico Democrático
Q712430	Pavel Bém	2002
Q712430	Pavel Bém	2006
Q712430	Pavel Bém	2006
Q712430	Pavel Bém	2010
Q712430	Pavel Bém	Praga
Q712430	Pavel Bém	18 de Julho
Q712430	Pavel Bém	1963
Q712430	Pavel Bém	República Checa
Q712430	Pavel Bém	2006
Q712430	Pavel Bém	medicina
Q712430	Pavel Bém	psiquiatria
Q712430	Pavel Bém	droga
Q712430	Pavel Bém	1998
Q712430	Pavel Bém	Praga
Q712430	Pavel Bém	2002
Q712430	Pavel Bém	mídia
Q712430	Pavel Bém	montanhismo
Q712430	Pavel Bém	mergulho
Q712430	Pavel Bém	piano
Q30122104	Donovan Mitchell	Elmsford
Q30122104	Donovan Mitchell	Nova Iorque (estado)
Q30122104	Donovan Mitchell	Estados Unidos
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	armador (basquete)
Q30122104	Donovan Mitchell	Ala-armador
Q30122104	Donovan Mitchell	Louisville Cardinals (basquetebol masculino)
Q30122104	Donovan Mitchell	Temporada da NBA de 2017–18
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	Elmsford
Q30122104	Donovan Mitchell	Condado de Westchester
Q30122104	Donovan Mitchell	7 de setembro
Q30122104	Donovan Mitchell	1996
Q30122104	Donovan Mitchell	basquetebolista
Q30122104	Donovan Mitchell	Estado-unidenses
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	National Basketball Association
Q30122104	Donovan Mitchell	Denver Nuggets
Q30122104	Donovan Mitchell	draft da NBA de 2017
Q30122104	Donovan Mitchell	Tyler Lydon
Q30122104	Donovan Mitchell	Trey Lyles
Q30122104	Donovan Mitchell	Adidas
Q30122104	Donovan Mitchell	Memphis Grizzlies
Q30122104	Donovan Mitchell	NBA Summer League
Q30122104	Donovan Mitchell	New Orleans Pelicans
Q30122104	Donovan Mitchell	Blake Griffin
Q30122104	Donovan Mitchell	Darrell Griffith
Q30122104	Donovan Mitchell	ESPN
Q30122104	Donovan Mitchell	National Basketball Association
Q30122104	Donovan Mitchell	Temporada da NBA de 2017–18
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	Temporada da NBA de 2018–19
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	Temporada da NBA de 2017–18
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	Temporada da NBA de 2018–19
Q30122104	Donovan Mitchell	Utah Jazz
Q30122104	Donovan Mitchell	NBA All-Rookie Team
Q30122104	Donovan Mitchell	Temporada da NBA de 2017–18
Q30122104	Donovan Mitchell	Slam Dunk Contest
Q30122104	Donovan Mitchell	Temporada da NBA de 2017–18
Q2083681	Esperanza Aguirre	Comunidade de Madrid
Q2083681	Esperanza Aguirre	Alberto Ruiz-Gallardón
Q2083681	Esperanza Aguirre	Ignacio González González
Q2083681	Esperanza Aguirre	Madrid
Q2083681	Esperanza Aguirre	Madrid
Q2083681	Esperanza Aguirre	3 de janeiro
Q2083681	Esperanza Aguirre	1952
Q2083681	Esperanza Aguirre	política
Q2083681	Esperanza Aguirre	Espanha
Q2083681	Esperanza Aguirre	Partido Popular (Espanha)
Q2083681	Esperanza Aguirre	2013
Q2083681	Esperanza Aguirre	câncer de mama
Q2083681	Esperanza Aguirre	Comunidade autónoma de Madrid
Q2083681	Esperanza Aguirre	Senado da Espanha
Q2083681	Esperanza Aguirre	União Liberal de 1983
Q2083681	Esperanza Aguirre	Partido Liberal (Espanha, 1976)
Q2083681	Esperanza Aguirre	Aliança Popular (Espanha)
Q2083681	Esperanza Aguirre	1989
Q2083681	Esperanza Aguirre	eleições municipais de 2015 em Madrid
Q2083681	Esperanza Aguirre	RTVE
Q28377792	Patrick Cutrone	Como
Q28377792	Patrick Cutrone	Itália
Q28377792	Patrick Cutrone	Destro
Q28377792	Patrick Cutrone	Atacante (futebol)
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Como
Q28377792	Patrick Cutrone	3 de janeiro
Q28377792	Patrick Cutrone	1998
Q28377792	Patrick Cutrone	futebolista
Q28377792	Patrick Cutrone	Itália
Q28377792	Patrick Cutrone	Luiz Adriano
Q28377792	Patrick Cutrone	Gerard Deulofeu
Q28377792	Patrick Cutrone	Liga Europa da UEFA de 2017–18
Q28377792	Patrick Cutrone	Globoesporte.com
Q28377792	Patrick Cutrone	Fiorentina
Q28377792	Patrick Cutrone	Globoesporte.com
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	Seleção Argentina de Futebol
Q28377792	Patrick Cutrone	Globoesporte.com
Q28377792	Patrick Cutrone	Liga Europa da UEFA
Q28377792	Patrick Cutrone	Seleção Italiana de Futebol
Q28377792	Patrick Cutrone	UEFA
Q230445	Sara Bareilles	Eureka (Califórnia)
Q230445	Sara Bareilles	Califórnia
Q230445	Sara Bareilles	Estados Unidos
Q230445	Sara Bareilles	2003
Q230445	Sara Bareilles	Vocal
Q230445	Sara Bareilles	piano
Q230445	Sara Bareilles	violão
Q230445	Sara Bareilles	Meio-soprano
Q230445	Sara Bareilles	cantora
Q230445	Sara Bareilles	compositora
Q230445	Sara Bareilles	música pop
Q230445	Sara Bareilles	soul
Q230445	Sara Bareilles	Epic Records
Q230445	Sara Bareilles	Eureka (Califórnia)
Q230445	Sara Bareilles	Califórnia
Q230445	Sara Bareilles	7 de dezembro
Q230445	Sara Bareilles	1979
Q230445	Sara Bareilles	cantora
Q230445	Sara Bareilles	compositora
Q230445	Sara Bareilles	pianista
Q230445	Sara Bareilles	Estados Unidos
Q230445	Sara Bareilles	UCLA
Q230445	Sara Bareilles	Awaken
Q230445	Sara Bareilles	Epic
Q230445	Sara Bareilles	Sony Music
Q230445	Sara Bareilles	Aqualung
Q230445	Sara Bareilles	Mika
Q230445	Sara Bareilles	Billboard Hot 100
Q230445	Sara Bareilles	aCharts.us
Q230445	Sara Bareilles	Little Voice (álbum)
Q230445	Sara Bareilles	The Vampire Diaries
Q230445	Sara Bareilles	Brothers & Sisters
Q230445	Sara Bareilles	Kaleidoscope Heart
Q230445	Sara Bareilles	Billboard 200
Q230445	Sara Bareilles	Estados Unidos
Q230445	Sara Bareilles	Austrália
Q230445	Sara Bareilles	Canadá
Q230445	Sara Bareilles	Suíça
Q230445	Sara Bareilles	Reino Unido
Q230445	Sara Bareilles	CD
Q230445	Sara Bareilles	Little Voice (álbum)
Q230445	Sara Bareilles	CD
Q230445	Sara Bareilles	LP
Q230445	Sara Bareilles	digital download
Q230445	Sara Bareilles	Epic
Q230445	Sara Bareilles	Kaleidoscope Heart
Q230445	Sara Bareilles	CD
Q230445	Sara Bareilles	LP
Q230445	Sara Bareilles	digital download
Q230445	Sara Bareilles	Epic
Q230445	Sara Bareilles	The Blessed Unrest
Q230445	Sara Bareilles	CD
Q230445	Sara Bareilles	LP
Q230445	Sara Bareilles	digital download
Q230445	Sara Bareilles	Epic
Q230445	Sara Bareilles	CD
Q230445	Sara Bareilles	LP
Q230445	Sara Bareilles	digital download
Q230445	Sara Bareilles	Epic
Q230445	Sara Bareilles	CD
Q230445	Sara Bareilles	LP
Q230445	Sara Bareilles	digital download
Q230445	Sara Bareilles	Epic
Q230445	Sara Bareilles	EUA
Q230445	Sara Bareilles	EUA
Q230445	Sara Bareilles	Austrália
Q230445	Sara Bareilles	CAN
Q230445	Sara Bareilles	Holanda
Q230445	Sara Bareilles	NZ
Q230445	Sara Bareilles	UK
Q230445	Sara Bareilles	2007
Q230445	Sara Bareilles	2008
Q230445	Sara Bareilles	Bottle It Up
Q230445	Sara Bareilles	2009
Q230445	Sara Bareilles	2010
Q230445	Sara Bareilles	King of Anything
Q230445	Sara Bareilles	2011
Q230445	Sara Bareilles	2012
Q230445	Sara Bareilles	2013
Q230445	Sara Bareilles	2014
Q230445	Sara Bareilles	2015
Q230445	Sara Bareilles	She Used to Be Mine
Q230445	Sara Bareilles	2018
Q230445	Sara Bareilles	2019
Q296724	Mahmoud Jibril	Bengazi
Q296724	Mahmoud Jibril	Líbia
Q296724	Mahmoud Jibril	Cairo
Q296724	Mahmoud Jibril	Egito
Q296724	Mahmoud Jibril	Bengazi
Q296724	Mahmoud Jibril	28 de maio
Q296724	Mahmoud Jibril	1952
Q296724	Mahmoud Jibril	Cairo
Q296724	Mahmoud Jibril	5 de abril
Q296724	Mahmoud Jibril	2020
Q296724	Mahmoud Jibril	político
Q296724	Mahmoud Jibril	Líbia
Q296724	Mahmoud Jibril	uarfalas
Q296724	Mahmoud Jibril	Conselho Nacional de Transição
Q296724	Mahmoud Jibril	Aliança das Forças Nacionais
Q296724	Mahmoud Jibril	bacharel
Q296724	Mahmoud Jibril	Universidade do Cairo
Q296724	Mahmoud Jibril	Chipre
Q296724	Mahmoud Jibril	Organização das Nações Unidas
Q296724	Mahmoud Jibril	Universidade de Pittsburgh
Q296724	Mahmoud Jibril	Mestre
Q296724	Mahmoud Jibril	Doutor
Q296724	Mahmoud Jibril	Oriente Médio
Q296724	Mahmoud Jibril	doutorado
Q296724	Mahmoud Jibril	Egito
Q296724	Mahmoud Jibril	Cairo
Q296724	Mahmoud Jibril	Trípoli
Q296724	Mahmoud Jibril	Barém
Q296724	Mahmoud Jibril	Emirados Árabes Unidos
Q296724	Mahmoud Jibril	Omã
Q296724	Mahmoud Jibril	Sudão
Q296724	Mahmoud Jibril	Editora da Universidade de Pittsburgh
Q296724	Mahmoud Jibril	Estados Unidos
Q296724	Mahmoud Jibril	Egito
Q296724	Mahmoud Jibril	Líbia
Q296724	Mahmoud Jibril	Saif al-Islam Muammar Al-Gaddafi
Q296724	Mahmoud Jibril	Al Jazira
Q296724	Mahmoud Jibril	Líbia
Q296724	Mahmoud Jibril	Líbia Visão 2025
Q296724	Mahmoud Jibril	Guerra Civil Líbia (2011)
Q296724	Mahmoud Jibril	Conselho Nacional de Transição
Q296724	Mahmoud Jibril	Nicolas Sarkozy
Q296724	Mahmoud Jibril	Paris
Q296724	Mahmoud Jibril	Hillary Clinton
Q296724	Mahmoud Jibril	Paris
Q296724	Mahmoud Jibril	Londres
Q296724	Mahmoud Jibril	COVID-19
Q9055167	Papaléo Paes	Vice-Governador
Q9055167	Papaléo Paes	Amapá
Q9055167	Papaléo Paes	1 de janeiro
Q9055167	Papaléo Paes	2015
Q9055167	Papaléo Paes	Senado Federal do Brasil
Q9055167	Papaléo Paes	Amapá
Q9055167	Papaléo Paes	1 de fevereiro
Q9055167	Papaléo Paes	2003
Q9055167	Papaléo Paes	31 de janeiro
Q9055167	Papaléo Paes	2011
Q9055167	Papaléo Paes	João Capiberibe
Q9055167	Papaléo Paes	Aníbal Barcelos
Q9055167	Papaléo Paes	Prefeito
Q9055167	Papaléo Paes	Macapá
Q9055167	Papaléo Paes	1 de janeiro
Q9055167	Papaléo Paes	1993
Q9055167	Papaléo Paes	31 de dezembro
Q9055167	Papaléo Paes	1996
Q9055167	Papaléo Paes	Belém (Pará)
Q9055167	Papaléo Paes	Macapá
Q9055167	Papaléo Paes	Partido de Reedificação da Ordem Nacional
Q9055167	Papaléo Paes	Partido da Social Democracia Brasileira
Q9055167	Papaléo Paes	Partido Trabalhista Brasileiro
Q9055167	Papaléo Paes	Movimento Democrático Brasileiro (1980)
Q9055167	Papaléo Paes	Partido da Social Democracia Brasileira
Q9055167	Papaléo Paes	Progressistas
Q9055167	Papaléo Paes	Catolicismo romano
Q9055167	Papaléo Paes	Médico
Q9055167	Papaléo Paes	Belém (Pará)
Q9055167	Papaléo Paes	27 de agosto
Q9055167	Papaléo Paes	1952
Q9055167	Papaléo Paes	Macapá
Q9055167	Papaléo Paes	26 de junho
Q9055167	Papaléo Paes	2020
Q9055167	Papaléo Paes	médico
Q9055167	Papaléo Paes	político
Q9055167	Papaléo Paes	brasileiro
Q9055167	Papaléo Paes	Progressistas
Q9055167	Papaléo Paes	Universidade Federal do Pará
Q9055167	Papaléo Paes	Rio de Janeiro (cidade)
Q9055167	Papaléo Paes	Amapá
Q9055167	Papaléo Paes	Partido de Reedificação da Ordem Nacional
Q9055167	Papaléo Paes	Aníbal Barcelos
Q9055167	Papaléo Paes	Democratas (Brasil)
Q9055167	Papaléo Paes	Partido dos Trabalhadores
Q9055167	Papaléo Paes	1992
Q9055167	Papaléo Paes	prefeito
Q9055167	Papaléo Paes	Macapá
Q9055167	Papaléo Paes	PSDB
Q9055167	Papaléo Paes	2000
Q9055167	Papaléo Paes	PTB
Q9055167	Papaléo Paes	PTB
Q9055167	Papaléo Paes	Senado Federal do Brasil
Q9055167	Papaléo Paes	Movimento Democrático Brasileiro (1980)
Q9055167	Papaléo Paes	PSDB
Q9055167	Papaléo Paes	2006
Q9055167	Papaléo Paes	Minas Gerais
Q9055167	Papaléo Paes	Companhia Energética de Minas Gerais
Q9055167	Papaléo Paes	Partido Progressista (Brasil)
Q9055167	Papaléo Paes	Waldez Góes
Q9055167	Papaléo Paes	PDT
Q9055167	Papaléo Paes	José Sarney
Q9055167	Papaléo Paes	COVID-19
Q9055167	Papaléo Paes	Belém (Pará)
Q9055167	Papaléo Paes	Lista de prefeitos de Macapá
Q9055167	Papaléo Paes	1993
Q9055167	Papaléo Paes	1997
Q9055167	Papaléo Paes	João Capiberibe
Q9055167	Papaléo Paes	Annibal Barcellos
Q60478	DeAndre Jordan	Houston
Q60478	DeAndre Jordan	Brooklyn Nets
Q60478	DeAndre Jordan	Pivô (basquete)
Q60478	DeAndre Jordan	Texas A&M University
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Dallas Mavericks
Q60478	DeAndre Jordan	New York Knicks
Q60478	DeAndre Jordan	Brooklyn Nets
Q60478	DeAndre Jordan	Rio 2016
Q60478	DeAndre Jordan	Basquetebol nos Jogos Olímpicos de Verão de 2016
Q60478	DeAndre Jordan	Estados Unidos
Q60478	DeAndre Jordan	Houston
Q60478	DeAndre Jordan	21 de julho
Q60478	DeAndre Jordan	1988
Q60478	DeAndre Jordan	basquetebolista
Q60478	DeAndre Jordan	norte-americano
Q60478	DeAndre Jordan	Brooklyn Nets
Q60478	DeAndre Jordan	National Basketball Association
Q60478	DeAndre Jordan	Texas A&M University
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Draft da NBA de 2008
Q60478	DeAndre Jordan	Pivô (basquete)
Q60478	DeAndre Jordan	Texas
Q60478	DeAndre Jordan	Texas A&M University
Q60478	DeAndre Jordan	Sérvia
Q60478	DeAndre Jordan	Texas A&M University
Q60478	DeAndre Jordan	Big 12 Conference
Q60478	DeAndre Jordan	Draft da NBA de 2008
Q60478	DeAndre Jordan	Philadelphia 76ers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Draft da NBA de 2008
Q60478	DeAndre Jordan	Minnesota Timberwolves
Q60478	DeAndre Jordan	Los Angeles Lakers
Q60478	DeAndre Jordan	Enterrada
Q60478	DeAndre Jordan	Dwight Howard
Q60478	DeAndre Jordan	Shaquille O'Neal
Q60478	DeAndre Jordan	Golden State Warriors
Q60478	DeAndre Jordan	Temporada da NBA de 2011–12
Q60478	DeAndre Jordan	Golden State Warriors
Q60478	DeAndre Jordan	Temporada da NBA de 2012–13
Q60478	DeAndre Jordan	Sacramento Kings
Q60478	DeAndre Jordan	Temporada da NBA de 2013–14
Q60478	DeAndre Jordan	Tim Duncan
Q60478	DeAndre Jordan	Blake Griffin
Q60478	DeAndre Jordan	Dallas Mavericks
Q60478	DeAndre Jordan	Dallas Mavericks
Q60478	DeAndre Jordan	All-NBA Team
Q60478	DeAndre Jordan	Moses Malone
Q60478	DeAndre Jordan	Temporada da NBA de 1982–83
Q60478	DeAndre Jordan	Dallas Mavericks
Q60478	DeAndre Jordan	Houston
Q60478	DeAndre Jordan	Golden State Warriors
Q60478	DeAndre Jordan	Elton Brand
Q60478	DeAndre Jordan	Portland Trail Blazers
Q60478	DeAndre Jordan	Wilt Chamberlain
Q60478	DeAndre Jordan	Miami Heat
Q60478	DeAndre Jordan	pneumonia
Q60478	DeAndre Jordan	Chris Paul
Q60478	DeAndre Jordan	Temporada da NBA de 2016–17
Q60478	DeAndre Jordan	Portland Trail Blazers
Q60478	DeAndre Jordan	Randy Smith
Q60478	DeAndre Jordan	Eric Piatkowski
Q60478	DeAndre Jordan	NBA All-Star Game
Q60478	DeAndre Jordan	Los Angeles Lakers
Q60478	DeAndre Jordan	Oklahoma City Thunder
Q60478	DeAndre Jordan	Boston Celtics
Q60478	DeAndre Jordan	Randy Smith
Q60478	DeAndre Jordan	Memphis Grizzlies
Q60478	DeAndre Jordan	Cleveland Cavaliers
Q60478	DeAndre Jordan	Dallas Mavericks
Q60478	DeAndre Jordan	Popeye Jones
Q60478	DeAndre Jordan	Utah Jazz
Q60478	DeAndre Jordan	Memphis Grizzlies
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Sacramento Kings
Q60478	DeAndre Jordan	Golden State Warriors
Q60478	DeAndre Jordan	New York Knicks
Q60478	DeAndre Jordan	Dennis Smith Jr.
Q60478	DeAndre Jordan	Wesley Matthews
Q60478	DeAndre Jordan	Kristaps Porziņģis
Q60478	DeAndre Jordan	Tim Hardaway Jr.
Q60478	DeAndre Jordan	Trey Burke
Q60478	DeAndre Jordan	Courtney Lee
Q60478	DeAndre Jordan	San Antonio Spurs
Q60478	DeAndre Jordan	Brooklyn Nets
Q60478	DeAndre Jordan	Hack-a-Shaq
Q60478	DeAndre Jordan	Bill Russell
Q60478	DeAndre Jordan	Hack-a-Shaq
Q60478	DeAndre Jordan	cristão
Q60478	DeAndre Jordan	Orações
Q60478	DeAndre Jordan	Cristo
Q60478	DeAndre Jordan	Oração da Serenidade
Q60478	DeAndre Jordan	Avery Jordan
Q60478	DeAndre Jordan	futebol americano
Q60478	DeAndre Jordan	Hamilton Tiger-Cats
Q60478	DeAndre Jordan	Canadian Football League
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Los Angeles Clippers
Q60478	DeAndre Jordan	Dallas Mavericks
Q60478	DeAndre Jordan	New York Knicks
Q60478	DeAndre Jordan	Texas A&M University
Q60478	DeAndre Jordan	NBA All-Star
Q60478	DeAndre Jordan	Temporada da NBA de 2016-17
Q60478	DeAndre Jordan	All-NBA Team
Q60478	DeAndre Jordan	Temporada da NBA de 2015-16
Q60478	DeAndre Jordan	Temporada da NBA de 2014-15
Q60478	DeAndre Jordan	NBA All-Defensive Team
Q60478	DeAndre Jordan	Temporada da NBA de 2014-15
Q60478	DeAndre Jordan	Temporada da NBA de 2015-16
Q944421	Dmitri Smirnov	Minsk
Q944421	Dmitri Smirnov	União Soviética
Q944421	Dmitri Smirnov	Londres
Q944421	Dmitri Smirnov	Reino Unido
Q944421	Dmitri Smirnov	Minsk
Q944421	Dmitri Smirnov	2 de novembro
Q944421	Dmitri Smirnov	1948
Q944421	Dmitri Smirnov	Londres
Q944421	Dmitri Smirnov	9 de abril
Q944421	Dmitri Smirnov	2020
Q944421	Dmitri Smirnov	compositor
Q944421	Dmitri Smirnov	russos
Q944421	Dmitri Smirnov	Reino Unido
Q944421	Dmitri Smirnov	Elena Firsova
Q944421	Dmitri Smirnov	pintura
Q944421	Dmitri Smirnov	escultura
Q944421	Dmitri Smirnov	piano
Q944421	Dmitri Smirnov	Minsk
Q944421	Dmitri Smirnov	Bielorrússia
Q944421	Dmitri Smirnov	canto lírico
Q944421	Dmitri Smirnov	Conservatório de Moscou
Q944421	Dmitri Smirnov	Nikolai Sidelnikov
Q944421	Dmitri Smirnov	composição musical
Q944421	Dmitri Smirnov	Yuri Kholopov
Q944421	Dmitri Smirnov	Edison Denisov
Q944421	Dmitri Smirnov	orquestração
Q944421	Dmitri Smirnov	Philip Herschkowitz
Q944421	Dmitri Smirnov	Anton Webern
Q944421	Dmitri Smirnov	harpa
Q944421	Dmitri Smirnov	Maastricht
Q944421	Dmitri Smirnov	ópera
Q944421	Dmitri Smirnov	Tiriel (Smirnov)
Q944421	Dmitri Smirnov	Thel (Smirnov)
Q944421	Dmitri Smirnov	poesia
Q944421	Dmitri Smirnov	William Blake
Q944421	Dmitri Smirnov	Freiburg
Q944421	Dmitri Smirnov	Alemanha
Q944421	Dmitri Smirnov	Festival de Almeida
Q944421	Dmitri Smirnov	Londres
Q944421	Dmitri Smirnov	sinfonia
Q944421	Dmitri Smirnov	estação do ano
Q944421	Dmitri Smirnov	Tanglewood
Q944421	Dmitri Smirnov	Estados Unidos da América
Q944421	Dmitri Smirnov	variação (música)
Q944421	Dmitri Smirnov	Mozart
Q944421	Dmitri Smirnov	balé
Q944421	Dmitri Smirnov	Pforzheim
Q944421	Dmitri Smirnov	Alemanha
Q944421	Dmitri Smirnov	oratório
Q944421	Dmitri Smirnov	canção
Q944421	Dmitri Smirnov	Leeds
Q944421	Dmitri Smirnov	concerto
Q944421	Dmitri Smirnov	violoncelo
Q944421	Dmitri Smirnov	Manchester
Q944421	Dmitri Smirnov	cantata
Q944421	Dmitri Smirnov	Cântico dos cânticos
Q944421	Dmitri Smirnov	Genebra
Q944421	Dmitri Smirnov	Suíça
Q944421	Dmitri Smirnov	Orquestra Sinfônica de Londres
Q944421	Dmitri Smirnov	União dos Compositores Soviéticos
Q944421	Dmitri Smirnov	URSS
Q944421	Dmitri Smirnov	mundo ocidental
Q944421	Dmitri Smirnov	os sete de Khrennikov
Q944421	Dmitri Smirnov	Associação de Música Contemporânea
Q944421	Dmitri Smirnov	Moscou
Q944421	Dmitri Smirnov	St Albans
Q944421	Dmitri Smirnov	Universidade de Keele
Q944421	Dmitri Smirnov	Universidade de Cambridge
Q944421	Dmitri Smirnov	St John's College (Cambridge)
Q944421	Dmitri Smirnov	Universidade de Londres
Q944421	Dmitri Smirnov	Goldsmiths College (Londres)
Q944421	Dmitri Smirnov	maestro
Q944421	Dmitri Smirnov	Andrew Davis
Q944421	Dmitri Smirnov	Dennis Russell Davies
Q944421	Dmitri Smirnov	Peter Eötvös
Q944421	Dmitri Smirnov	Oliver Knussen
Q944421	Dmitri Smirnov	Vassily Sinaisky
Q944421	Dmitri Smirnov	Pavel Kogan
Q944421	Dmitri Smirnov	Gennady Rozhdestvensky
Q944421	Dmitri Smirnov	Gunther Schuller
Q944421	Dmitri Smirnov	Yan Pascal Tortelier
Q944421	Dmitri Smirnov	partitura
Q944421	Dmitri Smirnov	Hans Sikorski
Q944421	Dmitri Smirnov	Hamburgo
Q944421	Dmitri Smirnov	Boosey & Hawkes
Q944421	Dmitri Smirnov	G. Schirmer
Q944421	Dmitri Smirnov	Nova Iorque
Q944421	Dmitri Smirnov	Londres
Q944421	Dmitri Smirnov	COVID-19
Q944421	Dmitri Smirnov	sonata
Q944421	Dmitri Smirnov	piano
Q944421	Dmitri Smirnov	violino
Q944421	Dmitri Smirnov	voz
Q944421	Dmitri Smirnov	orquestra
Q944421	Dmitri Smirnov	Mikhail Bulgakov
Q944421	Dmitri Smirnov	quarteto de cordas
Q944421	Dmitri Smirnov	clarinete
Q944421	Dmitri Smirnov	saxofone
Q944421	Dmitri Smirnov	flauta
Q944421	Dmitri Smirnov	percussão
Q944421	Dmitri Smirnov	Aleksandr Pushkin
