QID,page id,item,wiki db,category
Q20562252,10503795,Artuss Kaimiņš,dewiki,Human
Q9637698,11291194,Augusto Heleno Ribeiro Pereira,dewiki,Human
Q2871915,11234083,Aurlus Mabélé,dewiki,Human
Q20090644,9014056,Auston Matthews,dewiki,Human
Q6089269,9500243,Aytaç Yalman,dewiki,Human
Q4832169,8145570,Azam Khan,dewiki,Human
Q344983,918275,Babyface (Musiker),dewiki,Human
Q2701515,8870241,Bart Tommelein,dewiki,Human
Q466012,5625070,Bartosz Bereszyński,dewiki,Human
Q35281,125724,Basler Fasnacht,dewiki,Others
Q91621670,11287434,Belco Bah,dewiki,Human
Q4886138,7841927,Ben McAdams,dewiki,Human
Q2640998,7705531,Berel Lazar,dewiki,Human
Q89358641,11236620,Bernard Epin,dewiki,Human
Q1921,6022519,Blaise Matuidi,dewiki,Human
Q89271759,11234690,Bob Glanzer,dewiki,Human
Q843822,9182403,Boglárka Kapás,dewiki,Human
Q893179,2879528,Bootsie Barnes,dewiki,Human
Q125663,11852,Boris Akunin,dewiki,Human
Q180589,1169138,Boris Johnson,dewiki,Human
Q14905846,8262619,Borna Ćorić,dewiki,Human
Q89197302,11235775,Brett Crozier,dewiki,Human
Q382700,3556951,Brett Dean,dewiki,Human
Q3644511,10382018,Brian Stokes Mitchell,dewiki,Human
Q87914789,11304241,Bruce Aylward,dewiki,Human
Q30333326,10388619,Brune Poirson,dewiki,Human
Q1000366,3438108,Bucky Pizzarelli,dewiki,Human
Q19663167,9502354,Buddy Hield,dewiki,Human
Q42396622,10490897,Callum Hudson-Odoi,dewiki,Human
Q88382284,11217234,Calogero Rizzuto (Architekt),dewiki,Human
Q318410,4061109,Cameron van der Burgh,dewiki,Human
Q9697147,11403257,Carlos José,dewiki,Human
Q1789955,11385423,Carlos Lessa,dewiki,Human
Q3753357,11247351,Carlos Seco Serrano,dewiki,Human
Q91964956,11362258,Carole Brookins,dewiki,Human
Q983320,5154786,Cesar Virata,dewiki,Human
Q43274,67194,"Charles, Prince of Wales",dewiki,Human
Q5112179,10448951,Chris Cuomo,dewiki,Human
Q2964883,11337996,Chris Trousdale,dewiki,Human
Q749029,9094326,Christian Estrosi,dewiki,Human
Q707984,816019,Christian Jacob,dewiki,Human
Q1084293,686080,Christof Lang,dewiki,Human
Q1086279,2325385,Christophe (Sänger),dewiki,Human
Q445438,1360447,Christopher Cross,dewiki,Human
Q456623,4782697,Chuck Billy,dewiki,Human
Q5121945,11403376,Ciro Pessoa,dewiki,Human
Q2977352,11264137,Claude Evrard,dewiki,Human
Q77421,3615684,Clemens Pickel,dewiki,Human
Q706818,2027991,Clive Allen,dewiki,Human
Q94320705,11300625,Corona-Warn-App,dewiki,Others
Q87981569,11207180,Coronavirus-Meldepflichtverordnung,dewiki,Others
Q88072607,11224418,Coronavirus-Update,dewiki,Others
Q84263196,11157244,COVID-19,dewiki,Others
Q90146873,11244080,COVID-19 Case-Cluster-Study,dewiki,Others
Q81068910,11131846,COVID-19-Pandemie,dewiki,Bio-Med
Q87816112,11321832,COVID-19-Pandemie auf Amerikanisch-Samoa,dewiki,Region
Q87906931,11219236,COVID-19-Pandemie auf den Färöern,dewiki,Region
Q92619508,11254271,COVID-19-Pandemie auf den Komoren,dewiki,Region
Q87662895,11243222,COVID-19-Pandemie auf den Malediven,dewiki,Region
Q89276897,11253035,COVID-19-Pandemie auf den Marshallinseln,dewiki,Region
Q87729500,11264333,COVID-19-Pandemie auf den Seychellen,dewiki,Region
Q94648184,11272531,COVID-19-Pandemie auf der Norfolkinsel,dewiki,Region
Q87162010,11310775,COVID-19-Pandemie auf Réunion,dewiki,Region
Q86733728,11243001,COVID-19-Pandemie im Irak,dewiki,Region
Q85876114,11191112,COVID-19-Pandemie im Iran,dewiki,Region
Q89695985,11242146,COVID-19-Pandemie im Jemen,dewiki,Region
Q86756826,11201886,COVID-19-Pandemie im Königreich der Niederlande,dewiki,Region
Q87655119,11229483,COVID-19-Pandemie im Kosovo,dewiki,Region
Q89042090,11226293,COVID-19-Pandemie im Kreis Heinsberg,dewiki,Region
Q89476432,11235410,COVID-19-Pandemie im Landkreis Tirschenreuth,dewiki,Region
Q87245450,11237475,COVID-19-Pandemie im Libanon,dewiki,Region
Q89206806,11230192,COVID-19-Pandemie im Main-Tauber-Kreis,dewiki,Region
Q87454162,11242991,COVID-19-Pandemie im Oman,dewiki,Region
Q89422380,11233851,COVID-19-Pandemie im Saarland,dewiki,Region
Q87745903,11230984,COVID-19-Pandemie im Senegal,dewiki,Region
Q87657486,11251091,COVID-19-Pandemie im Sudan,dewiki,Region
Q89560617,11237580,COVID-19-Pandemie im Südsudan,dewiki,Region
Q88082670,11250827,COVID-19-Pandemie im Tschad,dewiki,Region
Q84167106,11202839,COVID-19-Pandemie im Vereinigten Königreich,dewiki,Region
Q90137185,11304321,COVID-19-Pandemie in Abchasien,dewiki,Region
Q87768605,11225943,COVID-19-Pandemie in Afghanistan,dewiki,Region
Q86694873,11199978,COVID-19-Pandemie in Afrika,dewiki,Region
Q87116829,11212888,COVID-19-Pandemie in Ägypten,dewiki,Region
Q87450756,11223532,COVID-19-Pandemie in Albanien,dewiki,Region
Q87202921,11237960,COVID-19-Pandemie in Algerien,dewiki,Region
Q87715843,11220461,COVID-19-Pandemie in Andorra,dewiki,Region
Q88082534,11237961,COVID-19-Pandemie in Angola,dewiki,Region
Q87708331,11236785,COVID-19-Pandemie in Antigua und Barbuda,dewiki,Region
Q87742064,11237403,COVID-19-Pandemie in Äquatorialguinea,dewiki,Region
Q87235137,11226021,COVID-19-Pandemie in Argentinien,dewiki,Region
Q87648634,11237963,COVID-19-Pandemie in Armenien,dewiki,Region
Q87722485,11237414,COVID-19-Pandemie in Aserbaidschan,dewiki,Region
Q87665038,11229350,COVID-19-Pandemie in Äthiopien,dewiki,Region
Q83873548,11223569,COVID-19-Pandemie in Australien,dewiki,Region
Q88581775,11230073,COVID-19-Pandemie in Baden-Württemberg,dewiki,Region
Q87070999,11240322,COVID-19-Pandemie in Bahrain,dewiki,Region
Q87540454,11237974,COVID-19-Pandemie in Bangladesch,dewiki,Region
Q87902902,11260225,COVID-19-Pandemie in Barbados,dewiki,Region
Q88582086,11219903,COVID-19-Pandemie in Bayern,dewiki,Region
Q84446340,11204486,COVID-19-Pandemie in Belgien,dewiki,Region
Q88561418,11264298,COVID-19-Pandemie in Belize,dewiki,Region
Q87781572,11250269,COVID-19-Pandemie in Benin,dewiki,Region
Q88464487,11215992,COVID-19-Pandemie in Berlin,dewiki,Region
Q87715166,11243150,COVID-19-Pandemie in Bhutan,dewiki,Region
Q87480220,11239840,COVID-19-Pandemie in Bolivien,dewiki,Region
Q87250770,11229365,COVID-19-Pandemie in Bosnien und Herzegowina,dewiki,Region
Q89164046,11250250,COVID-19-Pandemie in Botswana,dewiki,Region
Q89422181,11233843,COVID-19-Pandemie in Brandenburg,dewiki,Region
Q86597695,11209313,COVID-19-Pandemie in Brasilien,dewiki,Region
Q87412028,11243173,COVID-19-Pandemie in Brunei,dewiki,Region
Q87486535,11229115,COVID-19-Pandemie in Bulgarien,dewiki,Region
Q87665364,11236923,COVID-19-Pandemie in Burkina Faso,dewiki,Region
Q89193856,11250419,COVID-19-Pandemie in Burundi,dewiki,Region
Q87191204,11240301,COVID-19-Pandemie in Chile,dewiki,Region
Q87477462,11298866,COVID-19-Pandemie in Costa Rica,dewiki,Region
Q86597685,11200524,COVID-19-Pandemie in Dänemark,dewiki,Region
Q87755488,11240952,COVID-19-Pandemie in den Bahamas,dewiki,Region
Q89277298,11266197,COVID-19-Pandemie in den Föderierten Staaten von Mikronesien,dewiki,Region
Q87199320,11222331,COVID-19-Pandemie in den palästinensischen Autonomiegebieten,dewiki,Region
Q84055544,11236653,COVID-19-Pandemie in den Philippinen,dewiki,Region
Q84030045,11236807,COVID-19-Pandemie in den Vereinigten Arabischen Emiraten,dewiki,Region
Q83873577,11194392,COVID-19-Pandemie in den Vereinigten Staaten,dewiki,Region
Q89806028,11300054,COVID-19-Pandemie in der Demokratischen Arabischen Republik Sahara,dewiki,Region
Q87706558,11253646,COVID-19-Pandemie in der Demokratischen Republik Kongo,dewiki,Region
Q87563855,11237408,COVID-19-Pandemie in der Dominikanischen Republik,dewiki,Region
Q87704267,11237400,COVID-19-Pandemie in der Elfenbeinküste,dewiki,Region
Q89422334,11233845,COVID-19-Pandemie in der Freien Hansestadt Bremen,dewiki,Region
Q87708832,11243128,COVID-19-Pandemie in der Mongolei,dewiki,Region
Q89872880,11305856,COVID-19-Pandemie in der Republik Arzach,dewiki,Region
Q87742114,11258521,COVID-19-Pandemie in der Republik Kongo,dewiki,Region
Q87592982,11229521,COVID-19-Pandemie in der Republik Moldau,dewiki,Region
Q86717788,11182900,COVID-19-Pandemie in der Schweiz,dewiki,Region
Q87200954,11229150,COVID-19-Pandemie in der Slowakei,dewiki,Region
Q87473205,11220428,COVID-19-Pandemie in der Türkei,dewiki,Region
Q87743173,11307370,COVID-19-Pandemie in der Türkischen Republik Nordzypern,dewiki,Region
Q87235177,11222704,COVID-19-Pandemie in der Ukraine,dewiki,Region
Q87222526,11219724,COVID-19-Pandemie in der Vatikanstadt,dewiki,Region
Q83872271,11195690,COVID-19-Pandemie in der Volksrepublik China,dewiki,Region
Q87742085,11236792,COVID-19-Pandemie in der Zentralafrikanischen Republik,dewiki,Region
Q83889294,11177966,COVID-19-Pandemie in Deutschland,dewiki,Region
Q88356648,11264310,COVID-19-Pandemie in Dominica,dewiki,Region
Q87899022,11250749,COVID-19-Pandemie in Dschibuti,dewiki,Region
Q87250713,11241110,COVID-19-Pandemie in Ecuador,dewiki,Region
Q87936974,11282158,COVID-19-Pandemie in El Salvador,dewiki,Region
Q88371105,11236793,COVID-19-Pandemie in Eritrea,dewiki,Region
Q87204911,11222777,COVID-19-Pandemie in Estland,dewiki,Region
Q87975745,11228659,COVID-19-Pandemie in Fidschi,dewiki,Region
Q84055415,11201250,COVID-19-Pandemie in Finnland,dewiki,Region
Q83873593,11187921,COVID-19-Pandemie in Frankreich,dewiki,Region
Q87666042,11250907,COVID-19-Pandemie in Gabun,dewiki,Region
Q87899016,11251942,COVID-19-Pandemie in Gambia,dewiki,Region
Q87250913,11240307,COVID-19-Pandemie in Georgien,dewiki,Region
Q87666247,11251982,COVID-19-Pandemie in Ghana,dewiki,Region
Q87740086,11219244,COVID-19-Pandemie in Gibraltar,dewiki,Region
Q88713785,11268201,COVID-19-Pandemie in Grenada,dewiki,Region
Q87068864,11216038,COVID-19-Pandemie in Griechenland,dewiki,Region
Q87785296,11219237,COVID-19-Pandemie in Grönland,dewiki,Region
Q87669612,11249864,COVID-19-Pandemie in Guatemala,dewiki,Region
Q87651970,11284466,COVID-19-Pandemie in Guinea,dewiki,Region
Q88617000,11283763,COVID-19-Pandemie in Guinea-Bissau,dewiki,Region
Q87659698,11267461,COVID-19-Pandemie in Guyana,dewiki,Region
Q88082693,11301488,COVID-19-Pandemie in Haiti,dewiki,Region
Q89422335,11233847,COVID-19-Pandemie in Hamburg,dewiki,Region
Q89422339,11233848,COVID-19-Pandemie in Hessen,dewiki,Region
Q87589392,11300811,COVID-19-Pandemie in Honduras,dewiki,Region
Q84055514,11207910,COVID-19-Pandemie in Indien,dewiki,Region
Q86913546,11242169,COVID-19-Pandemie in Indonesien,dewiki,Region
Q87186365,11228695,COVID-19-Pandemie in Irland,dewiki,Region
Q87121993,11222167,COVID-19-Pandemie in Island,dewiki,Region
Q87070975,11206024,COVID-19-Pandemie in Israel,dewiki,Region
Q84104992,11174298,COVID-19-Pandemie in Italien,dewiki,Region
Q83872291,11201161,COVID-19-Pandemie in Japan,dewiki,Region
Q87589148,11243141,COVID-19-Pandemie in Jordanien,dewiki,Region
Q83888864,11243185,COVID-19-Pandemie in Kambodscha,dewiki,Region
Q87250930,11257474,COVID-19-Pandemie in Kamerun,dewiki,Region
Q83873580,11208828,COVID-19-Pandemie in Kanada,dewiki,Region
Q88082639,11258485,COVID-19-Pandemie in Kap Verde,dewiki,Region
Q87651995,11243096,COVID-19-Pandemie in Kasachstan,dewiki,Region
Q87733671,11243197,COVID-19-Pandemie in Katar,dewiki,Region
Q87705884,11237977,COVID-19-Pandemie in Kenia,dewiki,Region
Q87902950,11243114,COVID-19-Pandemie in Kirgisistan,dewiki,Region
Q89277028,11252030,COVID-19-Pandemie in Kiribati,dewiki,Region
Q87483673,11243041,COVID-19-Pandemie in Kolumbien,dewiki,Region
Q87250732,11214947,COVID-19-Pandemie in Kroatien,dewiki,Region
Q87590993,11243062,COVID-19-Pandemie in Kuba,dewiki,Region
Q87250691,11243163,COVID-19-Pandemie in Kuwait,dewiki,Region
Q88521330,11243209,COVID-19-Pandemie in Laos,dewiki,Region
Q91024607,11255514,COVID-19-Pandemie in Lesotho,dewiki,Region
Q87066621,11229409,COVID-19-Pandemie in Lettland,dewiki,Region
Q87766242,11294504,COVID-19-Pandemie in Liberia,dewiki,Region
Q88568089,11299102,COVID-19-Pandemie in Libyen,dewiki,Region
Q87250819,11206992,COVID-19-Pandemie in Liechtenstein,dewiki,Region
Q87250838,11229438,COVID-19-Pandemie in Litauen,dewiki,Region
Q87250860,11219511,COVID-19-Pandemie in Luxemburg,dewiki,Region
Q88225303,11237975,COVID-19-Pandemie in Madagaskar,dewiki,Region
Q89285378,11240663,COVID-19-Pandemie in Malawi,dewiki,Region
Q83873556,11242123,COVID-19-Pandemie in Malaysia,dewiki,Region
Q88556836,11251859,COVID-19-Pandemie in Mali,dewiki,Region
Q87587760,11229501,COVID-19-Pandemie in Malta,dewiki,Region
Q87058723,11251803,COVID-19-Pandemie in Marokko,dewiki,Region
Q87709900,11236397,COVID-19-Pandemie in Mauretanien,dewiki,Region
Q87979033,11244636,COVID-19-Pandemie in Mauritius,dewiki,Region
Q89422344,11233849,COVID-19-Pandemie in Mecklenburg-Vorpommern,dewiki,Region
Q86628344,11226047,COVID-19-Pandemie in Mexiko,dewiki,Region
Q87250877,11222644,COVID-19-Pandemie in Monaco,dewiki,Region
Q87887813,11229530,COVID-19-Pandemie in Montenegro,dewiki,Region
Q88335426,11258807,COVID-19-Pandemie in Mosambik,dewiki,Region
Q88460663,11243227,COVID-19-Pandemie in Myanmar,dewiki,Region
Q87729501,11260989,COVID-19-Pandemie in Namibia,dewiki,Region
Q83873573,11240294,COVID-19-Pandemie in Nepal,dewiki,Region
Q87250803,11223589,COVID-19-Pandemie in Neuseeland,dewiki,Region
Q88641716,11219077,COVID-19-Pandemie in New York City,dewiki,Region
Q87976701,11299463,COVID-19-Pandemie in Nicaragua,dewiki,Region
Q88967629,11224243,COVID-19-Pandemie in Niedersachsen,dewiki,Region
Q88082809,11238398,COVID-19-Pandemie in Niger,dewiki,Region
Q87718451,11244185,COVID-19-Pandemie in Nigeria,dewiki,Region
Q86675924,11221860,COVID-19-Pandemie in Nordkorea,dewiki,Region
Q87250897,11229532,COVID-19-Pandemie in Nordmazedonien,dewiki,Region
Q87742120,11230437,COVID-19-Pandemie in Nordrhein-Westfalen,dewiki,Region
Q86886544,11199692,COVID-19-Pandemie in Norwegen,dewiki,Region
Q86847911,11184422,COVID-19-Pandemie in Österreich,dewiki,Region
Q87836826,11199678,COVID-19-Pandemie in Osttimor,dewiki,Region
Q87652000,11237391,COVID-19-Pandemie in Pakistan,dewiki,Region
Q89277287,11250750,COVID-19-Pandemie in Palau,dewiki,Region
Q87477841,11268572,COVID-19-Pandemie in Panama,dewiki,Region
Q88137634,11228677,COVID-19-Pandemie in Papua-Neuguinea,dewiki,Region
Q87589123,11245249,COVID-19-Pandemie in Paraguay,dewiki,Region
Q87587763,11239578,COVID-19-Pandemie in Peru,dewiki,Region
Q87250695,11201311,COVID-19-Pandemie in Polen,dewiki,Region
Q86948603,11209990,COVID-19-Pandemie in Portugal,dewiki,Region
Q89422347,11233850,COVID-19-Pandemie in Rheinland-Pfalz,dewiki,Region
Q87714704,11244195,COVID-19-Pandemie in Ruanda,dewiki,Region
Q87250752,11228318,COVID-19-Pandemie in Rumänien,dewiki,Region
Q84098939,11223995,COVID-19-Pandemie in Russland,dewiki,Region
Q89422411,11233852,COVID-19-Pandemie in Sachsen,dewiki,Region
Q89422449,11233853,COVID-19-Pandemie in Sachsen-Anhalt,dewiki,Region
Q87976629,11254225,COVID-19-Pandemie in Sambia,dewiki,Region
Q89277147,11257652,COVID-19-Pandemie in Samoa,dewiki,Region
Q87123561,11202237,COVID-19-Pandemie in San Marino,dewiki,Region
Q89598747,11251953,COVID-19-Pandemie in São Tomé und Príncipe,dewiki,Region
Q87186117,11239851,COVID-19-Pandemie in Saudi-Arabien,dewiki,Region
Q89422483,11233854,COVID-19-Pandemie in Schleswig-Holstein,dewiki,Region
Q84081576,11219754,COVID-19-Pandemie in Schweden,dewiki,Region
Q87193778,11229185,COVID-19-Pandemie in Serbien,dewiki,Region
Q89127366,11266226,COVID-19-Pandemie in Sierra Leone,dewiki,Region
Q88164033,11257494,COVID-19-Pandemie in Simbabwe,dewiki,Region
Q83873387,11225016,COVID-19-Pandemie in Singapur,dewiki,Region
Q87250948,11229167,COVID-19-Pandemie in Slowenien,dewiki,Region
Q87770645,11251139,COVID-19-Pandemie in Somalia,dewiki,Region
Q89413165,11304952,COVID-19-Pandemie in Somaliland,dewiki,Region
Q84166704,11198538,COVID-19-Pandemie in Spanien,dewiki,Region
Q83889114,11237971,COVID-19-Pandemie in Sri Lanka,dewiki,Region
Q88864139,11258030,COVID-19-Pandemie in St. Kitts und Nevis,dewiki,Region
Q87707727,11258085,COVID-19-Pandemie in St. Lucia,dewiki,Region
Q87687648,11236824,COVID-19-Pandemie in St. Vincent und den Grenadinen,dewiki,Region
Q87243915,11215737,COVID-19-Pandemie in Südafrika,dewiki,Region
Q83872398,11179800,COVID-19-Pandemie in Südkorea,dewiki,Region
Q94695013,11306335,COVID-19-Pandemie in Südossetien,dewiki,Region
Q87664046,11257651,COVID-19-Pandemie in Suriname,dewiki,Region
Q87709973,11251061,COVID-19-Pandemie in Swasiland,dewiki,Region
Q87814953,11240314,COVID-19-Pandemie in Syrien,dewiki,Region
Q89990513,11242177,COVID-19-Pandemie in Tadschikistan,dewiki,Region
Q84081307,11239817,COVID-19-Pandemie in Taiwan,dewiki,Region
Q87770827,11238198,COVID-19-Pandemie in Tansania,dewiki,Region
Q83873566,11236642,COVID-19-Pandemie in Thailand,dewiki,Region
Q89422510,11233855,COVID-19-Pandemie in Thüringen,dewiki,Region
Q87662819,11250782,COVID-19-Pandemie in Togo,dewiki,Region
Q89277304,11253309,COVID-19-Pandemie in Tonga,dewiki,Region
Q89277288,11302454,COVID-19-Pandemie in Transnistrien,dewiki,Region
Q87694131,11237976,COVID-19-Pandemie in Trinidad und Tobago,dewiki,Region
Q86919406,11219917,COVID-19-Pandemie in Tschechien,dewiki,Region
Q87343682,11226741,COVID-19-Pandemie in Tunesien,dewiki,Region
Q89753133,11239754,COVID-19-Pandemie in Turkmenistan,dewiki,Region
Q89277011,11256418,COVID-19-Pandemie in Tuvalu,dewiki,Region
Q88263719,11243013,COVID-19-Pandemie in Uganda,dewiki,Region
Q87119811,11226761,COVID-19-Pandemie in Ungarn,dewiki,Region
Q87660365,11236797,COVID-19-Pandemie in Uruguay,dewiki,Region
Q87755912,11236815,COVID-19-Pandemie in Usbekistan,dewiki,Region
Q89277286,11254247,COVID-19-Pandemie in Vanuatu,dewiki,Region
Q87652010,11228443,COVID-19-Pandemie in Venezuela,dewiki,Region
Q83873057,11202190,COVID-19-Pandemie in Vietnam,dewiki,Region
Q87250788,11229092,COVID-19-Pandemie in Weißrussland,dewiki,Region
Q87580938,11228406,COVID-19-Pandemie in Zypern,dewiki,Region
Q85173855,11206744,COVID-19-Pandemie/Statistik,dewiki,Region
Q88207064,11209043,COVID-19-Rückholprogramm der deutschen Bundesregierung,dewiki,Others
Q536308,6620711,D. L. Hughley,dewiki,Human
Q8353446,11297827,Daisy Lúcidi,dewiki,Human
Q97616,1083449,Dan van Husen,dewiki,Human
Q10263911,11223798,Daniel Azulay,dewiki,Human
Q299700,729125,Daniel Dae Kim,dewiki,Human
Q11774225,10465969,Daniel Křetínský,dewiki,Human
Q84247209,11144607,Daniel Maldini,dewiki,Human
Q904365,6390161,Daniel S. Kemp,dewiki,Human
Q18129450,11228337,Daniel Yuste,dewiki,Human
Q15830919,8418805,Daniele Rugani,dewiki,Human
Q2450102,11297463,Dave Greenfield,dewiki,Human
Q10264359,11235671,Davi Alcolumbre,dewiki,Human
Q11671,3391457,David Beasley,dewiki,Human
Q310098,220844,David Bryan,dewiki,Human
Q5232007,11241566,David C. Driskell,dewiki,Human
Q60478,5577547,DeAndre Jordan,dewiki,Human
Q238671,3793293,Debi Mazar,dewiki,Human
Q5253534,9957885,Delbert Hosemann,dewiki,Human
Q996436,11309669,Denis Farkasfalvy,dewiki,Human
Q422252,218222,Dexamethason,dewiki,Others
Q92495796,11273184,Dieter Hofmann (Trainer),dewiki,Human
Q1227076,3720342,Diosdado Cabello,dewiki,Human
Q989330,723552,Disneyland Resort Line,dewiki,Others
Q944421,4632834,Dmitri Nikolajewitsch Smirnow,dewiki,Human
Q21888028,10784521,Dmitri Wladimirowitsch Strachow,dewiki,Human
Q24572712,10891331,Dominic Cummings,dewiki,Human
Q1240022,1220744,Donald Kennedy,dewiki,Human
Q1240726,6774384,Donato Sabia,dewiki,Human
Q30122104,9949153,Donovan Mitchell,dewiki,Human
Q16337378,11337913,Dulce Nunes,dewiki,Human
Q23762815,9432303,Dušan Vlahović,dewiki,Human
Q394077,5870034,Dynamo (Zauberkünstler),dewiki,Human
Q3046479,9105367,Earvin N’Gapeth,dewiki,Human
Q5336214,11240607,Eddie Large,dewiki,Human
Q89912075,11241364,Eddy Davis,dewiki,Human
Q1295235,2997977,Edén Pastora Gómez,dewiki,Human
Q92464475,11273011,Edgar Heidorn,dewiki,Human
Q1771,3755557,Ehsan Hadadi,dewiki,Human
Q579231,5540740,Eliaquim Mangala,dewiki,Human
Q30342359,11201030,Élisabeth Toutut-Picard,dewiki,Human
Q5362050,11246326,Eliyahu Bakshi-Doron,dewiki,Human
Q487043,1005429,Ellis Marsalis,dewiki,Human
Q2524635,8033692,Elsa Joubert,dewiki,Human
Q4969401,8604582,Elsebeth Gerner Nielsen,dewiki,Human
Q1337533,4449547,Emilio Simeon Allué,dewiki,Human
Q1338344,7245402,Emmanuel Luc Jean-Marie Delmas,dewiki,Human
Q3054705,11243597,Enrique Múgica,dewiki,Human
Q1317442,6863721,Eric Bledsoe,dewiki,Human
Q450643,4910042,Ernest Borissowitsch Winberg,dewiki,Human
Q5397780,7815639,Eshagh Dschahangiri,dewiki,Human
Q2083681,8805730,Esperanza Aguirre,dewiki,Human
Q1373340,7301958,Eugenio Scarpellini,dewiki,Human
Q3270870,8621062,Evangelos Marinakis,dewiki,Human
Q296684,3391469,Ezequiel Garay,dewiki,Human
Q66433960,10936950,Fabian Nürnberger,dewiki,Human
Q28967968,10071703,Fabio Depaoli,dewiki,Human
Q87576674,11231435,Fabio Wajngarten,dewiki,Human
Q85173778,11239484,Falschinformationen zur COVID-19-Pandemie,dewiki,Others
Q262203,2154131,Fatih Terim,dewiki,Human
Q83264280,11297896,Feinkost-Nassmarkt in Wuhan,dewiki,Others
Q777319,5286049,Felipe Nasr,dewiki,Human
Q983324,5236214,Ferdinand Marcos Jr.,dewiki,Human
Q89514702,11236641,Feriha Öz,dewiki,Human
Q16889614,8501354,Fernando Gaviria,dewiki,Human
Q24941815,11225878,Fernando Simón,dewiki,Human
Q5861248,10846085,Festival de Peralada,dewiki,Others
Q88553411,11235946,Floyd Cardoz,dewiki,Human
Q5470446,11236425,Forrest Compton,dewiki,Human
Q17305299,8478203,Frances Tiafoe,dewiki,Human
Q3750130,11245151,Francesco La Rosa,dewiki,Human
Q1441576,5119003,Francis Rapp,dewiki,Human
Q3081861,11366197,Francisco Hernando,dewiki,Human
Q64463,7385057,Franck Riester,dewiki,Human
Q91756690,11264043,Fred the Godson,dewiki,Human
Q88948586,11223441,Freddy Rodriguez (Saxophonist),dewiki,Human
Q566257,9708,Friedrich Merz,dewiki,Human
Q2252474,8316844,Frits Flinkevleugel,dewiki,Human
Q318991,4524966,Gad Elmaleh,dewiki,Human
Q16638763,10098514,Gaël Faye,dewiki,Human
Q72993379,11013036,Garry Thür,dewiki,Human
Q968498,6156708,Gary Holt (Musiker),dewiki,Human
Q95677819,11315009,George Floyd,dewiki,Human
Q1655924,8850247,George Stephanopoulos,dewiki,Human
Q90531405,11249256,Gerald O. Glenn,dewiki,Human
Q1559010,6494106,Gérard Mulumba Kalemba,dewiki,Human
Q690395,6428470,Germà Colon,dewiki,Human
Q3761173,10726294,Germán Pezzella,dewiki,Human
Q93506856,11286649,Gerson Peres,dewiki,Human
Q30930334,11385470,Gil Vianna,dewiki,Human
Q19361829,11202482,Giovanni Battista Rabino,dewiki,Human
Q42571276,11232094,Gita Ramjee,dewiki,Human
Q468812,2832204,Giuliana De Sio,dewiki,Human
Q1528752,4038979,Giuseppi Logan,dewiki,Human
Q204279,392386,Goran Ivanišević,dewiki,Human
