QID,page id,item,wiki db,category,Unnamed: 5
Q5812,867182,"Джокович, Новак",ruwiki,Human,False
Q180589,1143016,"Джонсон, Борис",ruwiki,Human,False
Q217238,2259954,"Джонсон, Джимми",ruwiki,Human,False
Q60478,3647590,"Джордан, Деандре",ruwiki,Human,False
Q1332769,7517508,"Дзингаретти, Никола",ruwiki,Human,False
Q50634772,8254340,"Диас Аюсо, Исабель",ruwiki,Human,False
Q166317,4238288,"Дибала, Пауло",ruwiki,Human,False
Q728753,2432797,"Диджорджио, Стив",ruwiki,Human,False
Q337681,3309473,"Димитров, Григор",ruwiki,Human,False
Q382700,399997,"Дин, Бретт",ruwiki,Human,False
Q16226957,7042688,"Динвидди, Спенсер",ruwiki,Human,False
Q1691384,8276785,"Диффи, Джо",ruwiki,Human,False
Q130853,791212,"Доминго, Пласидо",ruwiki,Human,False
Q3798974,8308090,"Донина, Инноченцо",ruwiki,Human,False
Q5297824,5154811,Дореилтон,ruwiki,Human,False
Q29545,1600391,"Дюрант, Кевин",ruwiki,Human,False
Q1349233,4409836,"Дюсатуа, Тьерри",ruwiki,Human,False
Q707984,7992413,"Жакоб, Кристиан",ruwiki,Human,False
Q2689047,6164621,Жонатас,ruwiki,Human,False
Q2130136,7766764,Западный Коулун (вокзал),ruwiki,Others,False
Q204279,1229343,"Иванишевич, Горан",ruwiki,Human,False
Q4197538,2603346,"Игнатьев, Михаил Васильевич",ruwiki,Human,False
Q2720169,4631057,Иоахим Бельгийский,ruwiki,Human,False
Q17281073,5252327,"Йокич, Никола",ruwiki,Human,False
Q740411,5947428,"Йомби-Опанго, Жоаким",ruwiki,Human,False
Q1227076,4950229,"Кабельо, Диосдадо",ruwiki,Human,False
Q16656949,4890516,"Казарян, Мишик Айразатович",ruwiki,Human,False
Q213616,2130761,"Каленберг, Томас",ruwiki,Human,False
Q2614472,3878724,"Кальво Пойято, Кармен",ruwiki,Human,False
Q24572712,8141530,"Каммингс, Доминик",ruwiki,Human,False
Q982113,5365958,"Канадзаки, Му",ruwiki,Human,False
Q843822,4512787,"Капаш, Богларка",ruwiki,Human,False
Q9066796,6866204,"Капетильо, Раймундо",ruwiki,Human,False
Q3810475,8296543,"Капон, Хосе Луис",ruwiki,Human,False
Q78515,3340349,Карл Габсбург-Лотарингский,ruwiki,Human,False
Q281708,6559866,"Кёйкелейре, Йенс",ruwiki,Human,False
Q491019,3518706,"Кейн, Херман",ruwiki,Human,False
Q1240022,7690746,"Кеннеди, Дональд",ruwiki,Human,False
Q66433557,8349582,"Килиан, Лука",ruwiki,Human,False
Q299700,1395925,"Ким, Дэниел Дэ",ruwiki,Human,False
Q2351115,4137487,"Козма, Пит",ruwiki,Human,False
Q11885519,5018961,"Колли, Омар",ruwiki,Human,False
Q2317740,4198880,"Коллинз, Джейсон",ruwiki,Human,False
Q1872988,8307097,"Кометти, Дзаккария",ruwiki,Human,False
Q268961,2303694,"Конвей, Джон Хортон",ruwiki,Human,False
Q453393,1760955,"Кониц, Ли",ruwiki,Human,False
Q85173778,8241892,Конспирологические теории о пандемии COVID-19,ruwiki,Others,False
Q18975243,8212960,Коронавирусная инфекция,ruwiki,Others,False
Q1086279,6773125,Кристоф (певец),ruwiki,Human,False
Q445438,564413,"Кросс, Кристофер",ruwiki,Human,False
Q164730,957132,"Куриленко, Ольга Константиновна",ruwiki,Human,False
Q28377792,7010203,"Кутроне, Патрик",ruwiki,Human,False
Q432274,1376042,"Кэрролл, Роберт Лин",ruwiki,Human,False
Q19968713,6464645,"Ла Гумина, Антонио",ruwiki,Human,False
Q3750130,8299540,"Ла Роза, Франческо",ruwiki,Human,False
Q41798703,6554462,"Лагард, Ромен",ruwiki,Human,False
Q2640998,268125,"Лазар, Берл",ruwiki,Human,False
Q71763,7400254,"Ламбсдорфф, Александр",ruwiki,Human,False
Q691911,2717133,"Лангерак, Митчелл",ruwiki,Human,False
Q336363,401138,"Лариджани, Али Ардашир",ruwiki,Human,False
Q33421935,7504999,Ленни-Ким,ruwiki,Human,False
Q4717362,4501270,"Лень, Алексей Юрьевич",ruwiki,Human,False
Q2622339,199039,"Лещенко, Лев Валерьянович",ruwiki,Human,False
Q84497471,8193747,Ли Вэньлян,ruwiki,Human,False
Q989330,6679753,Линия Диснейленд-Резорт,ruwiki,Others,False
Q2120884,2632843,"Лицман, Яаков",ruwiki,Human,False
Q4264879,609371,"Ловетт, Мартин",ruwiki,Human,False
Q16672105,4795712,"Лопухин, Владимир Михайлович",ruwiki,Human,False
Q15117583,6708572,"Лотти, Лука",ruwiki,Human,False
Q42770663,8417057,"Лэнс-Боттомс, Киша",ruwiki,Human,False
Q700558,2129423,"Мадсен, Петер (футболист)",ruwiki,Human,False
Q614675,3971980,"Макинрой, Патрик",ruwiki,Human,False
Q1566335,8254372,"Макнелли, Терренс",ruwiki,Human,False
Q84247209,8188568,"Мальдини, Даниэль",ruwiki,Human,False
Q483027,83433,"Мальдини, Паоло",ruwiki,Human,False
Q579231,3635156,"Мангаля, Эльяким",ruwiki,Human,False
Q3706229,8256106,"Мариано, Детто",ruwiki,Human,False
Q55998474,8324572,Мария Тереза Бурбон-Пармская,ruwiki,Human,False
Q57567,2556004,"Матип, Жоэль",ruwiki,Human,False
Q1921,3427054,"Матюиди, Блез",ruwiki,Human,False
Q16236903,7473374,"Медоуз, Остин",ruwiki,Human,False
Q238671,2077930,"Мейзар, Деби",ruwiki,Human,False
Q2024999,6576719,"Менса Ларсен, Мадс",ruwiki,Human,False
Q566257,7650970,"Мерц, Фридрих",ruwiki,Human,False
Q18043515,5015362,"Микрин, Евгений Анатольевич",ruwiki,Human,False
Q1562744,5051822,Милутин (Кнежевич),ruwiki,Human,False
Q30122104,7336441,"Митчелл, Донован",ruwiki,Human,False
Q4298520,2937650,"Мишустин, Михаил Владимирович",ruwiki,Human,False
Q21706297,8227201,"Монтеро, Ирене",ruwiki,Human,False
Q15731012,7917834,"Мораис, Марлон",ruwiki,Human,False
Q48872746,8325590,"Мунаката, Наоми",ruwiki,Human,False
Q16375043,6193493,"Мустафаев, Теймур Агахан оглы",ruwiki,Human,False
Q3374,1375001,"Муттер, Анне-Софи",ruwiki,Human,False
Q20090644,6242927,"Мэттьюс, Остон",ruwiki,Human,False
Q86715481,8311768,"Набиам, Нуно Гомеш",ruwiki,Human,False
Q4006322,8306840,"Наваррини, Урано",ruwiki,Human,False
Q964474,7265486,"Наон, Филипп",ruwiki,Human,False
Q777319,5290855,"Наср, Фелипе",ruwiki,Human,False
Q3046479,6204652,"Нгапет, Эрвин",ruwiki,Human,False
Q57343,1094259,"Нкурунзиза, Пьер",ruwiki,Human,False
Q13080157,7923898,"Нсанг, Аунг Ла",ruwiki,Human,False
Q87629158,8243830,Обвал фондового рынка (2020),ruwiki,Others,False
Q5253272,8314265,"Овергор, Хенк",ruwiki,Human,False
Q6251147,8320474,"Огилви, Джон",ruwiki,Human,False
Q2915906,3777257,"Окадзаки, Тэруюки",ruwiki,Human,False
Q83264280,8178680,Оптовый рынок морепродуктов Хуанань,ruwiki,Others,False
Q18275390,1712231,"Падилья, Стив",ruwiki,Human,False
Q81068910,8173519,Пандемия COVID-19,ruwiki,Bio-Med,False
Q207399,1336934,"Пантелич, Марко",ruwiki,Human,False
Q4345054,2651713,"Парвин, Мохамад",ruwiki,Human,False
Q6110020,5098542,"Паркер, Джабари",ruwiki,Human,False
Q433215,3834533,"Пастор Хулиан, Ана",ruwiki,Human,False
Q1295235,4828021,"Пастора, Эден",ruwiki,Human,False
Q7193787,6950520,"Пельисер, Пилар",ruwiki,Human,False
Q3761173,7136717,"Песселья, Херман",ruwiki,Human,False
Q173923,2945795,"Петкович, Илия",ruwiki,Human,False
Q77421,687355,"Пиккель, Клеменс",ruwiki,Human,False
Q12738081,8210704,Пимен (Зайня),ruwiki,Human,False
Q160009,277621,Пинк (певица),ruwiki,Human,False
Q493567,7675560,"Пиот, Питер",ruwiki,Human,False
Q1000366,269553,"Пиццарелли, Баки",ruwiki,Human,False
Q205778,369199,"Погребняк, Павел Викторович",ruwiki,Human,False
Q463557,3456983,"Пол, Рэнд",ruwiki,Human,False
Q2818923,7474938,"Поллок, Эй Джей",ruwiki,Human,False
Q520296,6504588,"Прайн, Джон",ruwiki,Human,False
Q21063926,7984445,"Принс, Торин",ruwiki,Human,False
Q91280428,8299473,Протесты против карантина (2020),ruwiki,Others,False
Q30333326,7582485,"Пуарсон, Брюн",ruwiki,Human,False
Q88326495,8282950,"Разафиндранази, Жан-Жак",ruwiki,Human,False
Q47059,1267103,"Рай, Айшвария",ruwiki,Human,False
Q90137185,8280238,Распространение COVID-19 в Абхазии,ruwiki,Region,False
Q83873548,8257757,Распространение COVID-19 в Австралии,ruwiki,Region,False
Q87722485,8250513,Распространение COVID-19 в Азербайджане,ruwiki,Region,False
Q87715843,8342824,Распространение COVID-19 в Андорре,ruwiki,Region,False
Q87235137,8256035,Распространение COVID-19 в Аргентине,ruwiki,Region,False
Q87648634,8244391,Распространение COVID-19 в Армении,ruwiki,Region,False
Q87768605,8324453,Распространение COVID-19 в Афганистане,ruwiki,Region,False
Q88561418,8301317,Распространение COVID-19 в Белизе,ruwiki,Region,False
Q87250788,8240676,Распространение COVID-19 в Белоруссии,ruwiki,Region,False
Q84446340,8293691,Распространение COVID-19 в Бельгии,ruwiki,Region,False
Q87486535,8315526,Распространение COVID-19 в Болгарии,ruwiki,Region,False
Q87480220,8256040,Распространение COVID-19 в Боливии,ruwiki,Region,False
Q87250770,8324660,Распространение COVID-19 в Боснии и Герцеговине,ruwiki,Region,False
Q86597695,8256056,Распространение COVID-19 в Бразилии,ruwiki,Region,False
Q87665364,8240283,Распространение COVID-19 в Буркина-Фасо,ruwiki,Region,False
Q89193856,8268721,Распространение COVID-19 в Бурунди,ruwiki,Region,False
Q87222526,8258564,Распространение COVID-19 в Ватикане,ruwiki,Region,False
Q84167106,8255168,Распространение COVID-19 в Великобритании,ruwiki,Region,False
Q87652010,8293170,Распространение COVID-19 в Венесуэле,ruwiki,Region,False
Q87659698,8284262,Распространение COVID-19 в Гайане,ruwiki,Region,False
Q87899016,8342876,Распространение COVID-19 в Гамбии,ruwiki,Region,False
Q87669612,8319941,Распространение COVID-19 в Гватемале,ruwiki,Region,False
Q87144458,8287152,Распространение COVID-19 в Гвиане,ruwiki,Region,False
Q83889294,8249828,Распространение COVID-19 в Германии,ruwiki,Region,False
Q88672484,8352086,Распространение COVID-19 в Гоа,ruwiki,Region,False
Q87250913,8252363,Распространение COVID-19 в Грузии,ruwiki,Region,False
Q87563855,8322797,Распространение COVID-19 в Доминиканской Республике,ruwiki,Region,False
Q87116829,8270506,Распространение COVID-19 в Египте,ruwiki,Region,False
Q87816110,8338472,Распространение COVID-19 в Западной Виргинии,ruwiki,Region,False
Q84055514,8264355,Распространение COVID-19 в Индии,ruwiki,Region,False
Q86913546,8297644,Распространение COVID-19 в Индонезии,ruwiki,Region,False
Q87589148,8239534,Распространение COVID-19 в Иордании,ruwiki,Region,False
Q85876114,8268348,Распространение COVID-19 в Иране,ruwiki,Region,False
Q87121993,8352356,Распространение COVID-19 в Исландии,ruwiki,Region,False
Q84166704,8255746,Распространение COVID-19 в Испании,ruwiki,Region,False
Q84104992,8243612,Распространение COVID-19 в Италии,ruwiki,Region,False
Q89695985,8281616,Распространение COVID-19 в Йемене,ruwiki,Region,False
Q87651995,8240001,Распространение COVID-19 в Казахстане,ruwiki,Region,False
Q83873580,8272065,Распространение COVID-19 в Канаде,ruwiki,Region,False
Q87902950,8277530,Распространение COVID-19 в Киргизии,ruwiki,Region,False
Q83872271,8239737,Распространение COVID-19 в Китае,ruwiki,Region,False
Q86675924,8253072,Распространение COVID-19 в КНДР,ruwiki,Region,False
Q87483673,8292229,Распространение COVID-19 в Колумбии,ruwiki,Region,False
Q88783049,8321774,Распространение COVID-19 в Крыму,ruwiki,Region,False
Q87066621,8248647,Распространение COVID-19 в Латвии,ruwiki,Region,False
Q91024607,8338137,Распространение COVID-19 в Лесото,ruwiki,Region,False
Q88568089,8279593,Распространение COVID-19 в Ливии,ruwiki,Region,False
Q87250838,8304090,Распространение COVID-19 в Литве,ruwiki,Region,False
Q87250819,8299985,Распространение COVID-19 в Лихтенштейне,ruwiki,Region,False
Q89396061,8285498,Распространение COVID-19 в ЛНР,ruwiki,Region,False
Q87709900,8264194,Распространение COVID-19 в Мавритании,ruwiki,Region,False
Q86628344,8256352,Распространение COVID-19 в Мексике,ruwiki,Region,False
Q87592982,8327186,Распространение COVID-19 в Молдавии,ruwiki,Region,False
Q87250877,8296948,Распространение COVID-19 в Монако,ruwiki,Region,False
Q87708832,8341915,Распространение COVID-19 в Монголии,ruwiki,Region,False
Q88785718,8266331,Распространение COVID-19 в Москве,ruwiki,Region,False
Q89210146,8299041,Распространение COVID-19 в Мурманской области,ruwiki,Region,False
Q89872880,8277002,Распространение COVID-19 в Нагорно-Карабахской Республике,ruwiki,Region,False
Q87729501,8343800,Распространение COVID-19 в Намибии,ruwiki,Region,False
Q86756826,8253877,Распространение COVID-19 в Нидерландах,ruwiki,Region,False
Q87250803,8273844,Распространение COVID-19 в Новой Зеландии,ruwiki,Region,False
Q86886544,8363690,Распространение COVID-19 в Норвегии,ruwiki,Region,False
Q87652000,8355393,Распространение COVID-19 в Пакистане,ruwiki,Region,False
Q88137634,8283150,Распространение COVID-19 в Папуа — Новой Гвинее,ruwiki,Region,False
Q87589123,8290050,Распространение COVID-19 в Парагвае,ruwiki,Region,False
Q87587763,8260091,Распространение COVID-19 в Перу,ruwiki,Region,False
Q87250695,8284903,Распространение COVID-19 в Польше,ruwiki,Region,False
Q86948603,8293231,Распространение COVID-19 в Португалии,ruwiki,Region,False
Q89277288,8321254,Распространение COVID-19 в Приднестровской Молдавской Республике,ruwiki,Region,False
Q83872398,8266051,Распространение COVID-19 в Республике Корея,ruwiki,Region,False
Q87655119,8240178,Распространение COVID-19 в Республике Косово,ruwiki,Region,False
Q84098939,8237383,Распространение COVID-19 в России,ruwiki,Region,False
Q87714704,8363640,Распространение COVID-19 в Руанде,ruwiki,Region,False
Q87250752,8318136,Распространение COVID-19 в Румынии,ruwiki,Region,False
Q87936974,8309299,Распространение COVID-19 в Сальвадоре,ruwiki,Region,False
Q87123561,8296794,Распространение COVID-19 в Сан-Марино,ruwiki,Region,False
Q88672384,8342043,Распространение COVID-19 в Санкт-Петербурге,ruwiki,Region,False
Q87186117,8365118,Распространение COVID-19 в Саудовской Аравии,ruwiki,Region,False
Q87250897,8298543,Распространение COVID-19 в Северной Македонии,ruwiki,Region,False
Q87745903,8340301,Распространение COVID-19 в Сенегале,ruwiki,Region,False
Q87193778,8257801,Распространение COVID-19 в Сербии,ruwiki,Region,False
Q93315673,8379253,Распространение COVID-19 в Синьцзян-Уйгурском автономном районе,ruwiki,Region,False
Q87200954,8256024,Распространение COVID-19 в Словакии,ruwiki,Region,False
Q87250948,8255787,Распространение COVID-19 в Словении,ruwiki,Region,False
Q87664046,8290426,Распространение COVID-19 в Суринаме,ruwiki,Region,False
Q83873577,8254257,Распространение COVID-19 в США,ruwiki,Region,False
Q89990513,8389619,Распространение COVID-19 в Таджикистане,ruwiki,Region,False
Q87662819,8264193,Распространение COVID-19 в Того,ruwiki,Region,False
Q89753133,8341220,Распространение COVID-19 в Туркмении,ruwiki,Region,False
Q87473205,8251266,Распространение COVID-19 в Турции,ruwiki,Region,False
Q90472057,8283873,Распространение COVID-19 в Удмуртии,ruwiki,Region,False
Q87755912,8261199,Распространение COVID-19 в Узбекистане,ruwiki,Region,False
Q87660365,8290934,Распространение COVID-19 в Уругвае,ruwiki,Region,False
Q84055415,8286012,Распространение COVID-19 в Финляндии,ruwiki,Region,False
Q87250732,8254603,Распространение COVID-19 в Хорватии,ruwiki,Region,False
Q87887813,8262194,Распространение COVID-19 в Черногории,ruwiki,Region,False
Q86919406,8247381,Распространение COVID-19 в Чехии,ruwiki,Region,False
Q87191204,8260617,Распространение COVID-19 в Чили,ruwiki,Region,False
Q86717788,8296877,Распространение COVID-19 в Швейцарии,ruwiki,Region,False
Q87414741,8327987,Распространение COVID-19 в штате Нью-Йорк,ruwiki,Region,False
Q87250713,8287469,Распространение COVID-19 в Эквадоре,ruwiki,Region,False
Q87204911,8255105,Распространение COVID-19 в Эстонии,ruwiki,Region,False
Q83873057,8253438,Распространение COVID-19 во Вьетнаме,ruwiki,Region,False
Q83873593,8255511,Распространение COVID-19 во Франции,ruwiki,Region,False
Q87590993,8303802,Распространение COVID-19 на Кубе,ruwiki,Region,False
Q87235177,8250516,Распространение COVID-19 на Украине,ruwiki,Region,False
Q87906931,8299884,Распространение COVID-19 на Фарерских островах,ruwiki,Region,False
Q5946269,8231023,"Рахбар, Фатима",ruwiki,Human,False
Q201900,1253151,"Речбер, Рюштю",ruwiki,Human,False
Q15987709,7609020,"Ривера, Джимми",ruwiki,Human,False
Q359010,7979693,"Рикаарт, Грег",ruwiki,Human,False
Q3306708,4827380,"Рим, Мерван",ruwiki,Human,False
Q64463,7636357,"Ристер, Франк",ruwiki,Human,False
Q1270426,7225181,"Ричесе, Максимилиано",ruwiki,Human,False
Q22921036,8269541,"Росси, Серджо",ruwiki,Human,False
Q10554334,8314599,"Роулендс, Джон",ruwiki,Human,False
Q34660,53684,"Роулинг, Джоан",ruwiki,Human,False
Q15830919,5348638,"Ругани, Даниеле",ruwiki,Human,False
Q1240726,8276790,"Сабиа, Донато",ruwiki,Human,False
Q558820,3034981,"Сакаи, Готоку",ruwiki,Human,False
Q1067412,8251001,"Санс, Лоренсо",ruwiki,Human,False
Q334126,2091525,"Сепульведа, Луис",ruwiki,Human,False
Q92743,1636626,"Серф, Винтон",ruwiki,Human,False
Q16736403,6504366,"Симпсон, Стерджилл",ruwiki,Human,False
Q6758454,4842484,"Смарт, Маркус",ruwiki,Human,False
Q944421,286161,"Смирнов, Дмитрий Николаевич (композитор)",ruwiki,Human,False
Q211691,2283336,Сок Хён Джун,ruwiki,Human,False
Q154855,535068,"Солана, Хавьер",ruwiki,Human,False
Q85872065,8242335,Социально-экономические последствия пандемии COVID-19,ruwiki,Others,False
Q6757719,6131750,"Спортьелло, Марко",ruwiki,Human,False
Q927918,4328887,Стефан (Сулык),ruwiki,Human,False
Q1655924,1314904,"Стефанопулос, Джордж",ruwiki,Human,False
Q58322517,7695712,"Ститт, Кевин",ruwiki,Human,False
Q21888028,7603677,"Страхов, Дмитрий Владимирович",ruwiki,Human,False
Q3265723,6298243,"Сэв, Люсьен",ruwiki,Human,False
Q321770,7157272,"Твейт, Аарон",ruwiki,Human,False
Q540283,180283,"Тейлор, Найджел Джон",ruwiki,Human,False
Q3479546,6418313,"Тель, Серж",ruwiki,Human,False
Q262203,1265389,"Терим, Фатих",ruwiki,Human,False
Q4468157,4746800,"Тёрнер, Билли Ли (ботаник)",ruwiki,Human,False
Q509377,5139169,"Тескер, Штефан",ruwiki,Human,False
Q86901049,8243436,Тестирование на коронавирусную инфекцию COVID-19,ruwiki,Others,False
Q17305299,7333537,"Тиафо, Фрэнсис",ruwiki,Human,False
Q2486104,5373413,"Томпкинс, Трей",ruwiki,Human,False
Q1945815,7440970,"Торра, Ким",ruwiki,Human,False
Q16852194,5711071,"Торсбю, Мортен",ruwiki,Human,False
Q425154,8241418,Тоцилизумаб,ruwiki,Others,False
Q148225,1855719,"Троицки, Виктор",ruwiki,Human,False
Q4464627,1841979,"Трушкин, Анатолий Алексеевич",ruwiki,Human,False
Q50198692,8223841,Тьяго Сейбот Уайлд,ruwiki,Human,False
Q4468223,3936998,У Лэй,ruwiki,Human,False
Q234144,3644596,"Уилсон, Рита",ruwiki,Human,False
Q1660441,712419,Уханьский метрополитен,ruwiki,Others,False
Q556314,4860566,"Уэдраого, Филипп Накеллентуба",ruwiki,Human,False
Q1764061,4289306,"Уэнтуорт, Эли",ruwiki,Human,False
Q196185,1690896,"Уэстбрук, Расселл",ruwiki,Human,False
Q4716347,7719224,"Фавалли, Алессандро",ruwiki,Human,False
Q573246,7277241,"Фаучи, Энтони",ruwiki,Human,False
Q3838576,8307142,"Федеричи, Лучано",ruwiki,Human,False
Q12165467,8296642,"Федорюк, Василий Александрович",ruwiki,Human,False
Q48280,490880,"Фейтфулл, Марианна",ruwiki,Human,False
Q275169,1847860,"Феллайни, Маруан",ruwiki,Human,False
Q314861,1415245,"Фернандес, Луис",ruwiki,Human,False
Q48122905,7579373,"Фигейреду, Дейвисон",ruwiki,Human,False
Q2252474,8299817,"Флинкевлёгел, Фриц",ruwiki,Human,False
Q95677819,8368215,"Флойд, Джордж",ruwiki,Human,False
Q87484737,8295956,"Фогт, Пауль",ruwiki,Human,False
Q394077,3969173,"Фрейн, Стив",ruwiki,Human,False
Q1771,4569095,"Хаддади, Эхсан",ruwiki,Human,False
Q42396622,7169862,"Хадсон-Одои, Каллум",ruwiki,Human,False
Q430746,2835733,"Хантер, Норман",ruwiki,Human,False
